index,risks
5167,['Overtopping risk']
5168,"['Serviceability risks', 'Safety risks', 'Functionality risks', 'Social consequences risks']"
5171,"['Accident risk', 'Injury risk', 'Safety risk', 'Health risk', 'Environmental risk']"
5172,['Collapse risk']
5173,"['related risks', 'time related risks', 'route travel risks']"
5174,"['Mite infestation risk', 'Environmental conditions risk']"
5175,"['Life safety risk', 'Environmental risk']"
5177,"['Hydrogeological risk', 'Interference risk', 'Geological risk', 'Construction risk', 'Environmental risk']"
5179,['Health risks']
5181,"['Environmental risks', 'Economic risks', 'Safety risks']"
5182,"['Environmental risk', 'Health risk', 'Flood risk']"
5183,['Uncertainty associated with risks']
5184,['Conditional risk']
5185,"['Water disaster risk', 'Harmful gas risk', 'Fire risk', 'Health risk', 'Environmental risk']"
5187,"['Investment risks', 'Rockburst risk']"
5188,"['Funiculars risk', 'Rockfall risk', 'Increasing number of annual visitors risk', 'Operational risk', 'Geological risk', 'Monastery area risk', 'Structural risk', 'Environmental risk', 'Rack railway risk']"
5189,"['Financial risks', 'Economic risks', 'Fiscal risks']"
5190,"['Social risks', 'Economic risks', 'Environmental risks', 'Technical risks']"
5191,['Health risks']
5192,"['Operational risk', 'Regulatory risk']"
5193,"['Economic risk', 'Urban expansion leading to ecological risk', 'Social risk', 'Environmental risk']"
5195,"['Property damage risk', 'Economic risk', 'Environmental risk', 'Inundation risk', 'Health risk', 'Flood risk']"
5196,"['Fire risk', 'Structural damage risk', 'induced damage risk']"
5197,"['Seismic risk', 'Flood risk']"
5198,"['Intake operation risk', 'Spillway operation risk', 'Fish entrainment risk']"
5199,['Seismic risk']
5200,"['Injury risk', 'Fire risk', 'Evacuation risk', 'Building collapse risk', 'related risk', 'Death risk']"
5201,['Crash risk']
5202,"['Geotechnical risk', 'Operational risk', 'Environmental risk']"
5204,"['Safety risks', 'Seismic risk']"
5205,"['Water scarcity risk', 'Technological risk', 'System failure risk', 'Resilience risk', 'Economic risk', 'Flood risk', 'Social risk', 'Environmental risk']"
5206,['Airborne infectious risk']
5209,"['Uncertainty risk', 'Corrosion risk', 'Earthquake risk']"
5210,"['Geotechnical risk', 'Navigation risk', 'Natural disaster risk']"
5284,['Water inrush risk']
5285,"['Financial risk', 'Operational risk', 'Reputation risk', 'Regulatory risk', 'Fatality risk', 'Environmental risk']"
5287,"['Safety and health risk', 'Hazardous material risk', 'Water inrush risk', 'Safety risk']"
5289,"['Financial risk', 'Regulatory risk', 'Operational risk']"
5290,"['Collision risk', 'Environmental risks', 'Seasonal variation in collision risk', 'related collision risk', 'Managerial risks', 'Financial risks']"
5291,"['Dangerous chemical tanker car accident risk', 'Accident risk', 'Fire risk', 'Earthquake insurance program optimization risk', 'Insurance risk', 'Emergency response and recovery program risk']"
5293,"['Human factors risk', 'Rolling stock failures risk', 'Other causes risk', 'Hazardous materials transportation risk', 'Infrastructure defects risk', 'Train accidents risk']"
5294,"['Collision risk', 'Terrorism risk']"
5295,"['Infrastructure risk', 'related risk', 'Geomorphological risk', 'Environmental risk']"
5299,['Flood risk']
5302,"['Structural integrity risk', 'flood risk', 'Regulatory compliance risk', 'Flood risk']"
5304,['Flood risk']
5306,"['Market risk', 'Liquidity risk', 'Outsourcing risk', 'Vendor management risk']"
5307,"['Hydrogeological risks', 'Water inflow risks', 'Structural risks', 'Geological risks']"
5308,['Designing LNG facilities without considering potential risks']
5310,"['brand and image risks', 'sustainability and ecological risks', 'workplace accidents, health risks', 'project management and delivery risks', 'cost and budget risks', 'health and safety risk']"
5311,"['Seismic risk', 'Fire risk', 'Typhoon risk', 'Bridge failure risk', 'Flood risk', 'Earthquake risk']"
5314,"['Environmental risk', 'Technical risk', 'Operational risk']"
5316,['Scour risk']
5318,"['Combined failure risk', 'System failure risk']"
5319,"['Occupational risk', 'Health risk', 'Environmental risk']"
5320,"['Accident risk', 'Public relations risks', 'Seismic risk', 'Flood risk']"
5321,"['Health and safety risk', 'Avalanche risk', 'Structural risk', 'Regulatory risk', 'Environmental risk']"
5323,"['Collision risk', 'collision risk']"
5324,"['Detected defect risk', 'Defect development risk', 'Derailment risk', 'Service defect risk', 'Broken rail risk']"
5327,"['Uncertainty in predicted carcinogenic risk', 'e.g., carcinogenic risk']"
5329,['Inadequate consideration of potential risks']
5331,"['Health risks', 'Financial risks']"
5334,"['Regulatory risk', 'Accident risk', 'Safety risk']"
5338,"['Seismic risk', 'Debris flow risk']"
5339,"['Property loss risk', 'Life risk', 'Accident risk', 'Social stability risk', 'Fire risk', 'Explosion risk', 'Leakage risk']"
5342,['Environmental risk']
5343,"['Flooding risk', 'Technical risk', 'Operational risk', 'Economic risk', 'Social risk', 'Environmental risk']"
5344,"['Flood risk', 'Blast risk', 'Earthquake risk']"
5345,"['Technical condition risk', 'Traffic safety risk', 'Operational risk', 'Reputation risk', 'Diagnostic parameter risk', 'Strategic risk', ""Contractors' default risk"", 'Compliance risk']"
5346,['Operational risk']
5348,"['Occupational injury risk', 'Fire risk', 'Navigation safety risk', 'Structural risk', 'Fatality risk']"
5353,"['e.g., crash risk']"
5356,"['Fire risk', 'Blast wave risk', 'Evacuation risk', 'Structural collapse risk', 'Flood risk']"
5357,"['Operational risk', 'Reputation risk', 'Construction risk', 'Regulatory risk', 'Environmental risk']"
5359,"['Repayment difficulties risk', 'Stranding risk', 'Morphological changes risk', 'Ecological condition risk', 'Flood risk']"
5362,"['Fire risk', 'Explosion risk', 'Safety risk']"
5363,"['Technical failure risk', 'Managerial risk', 'xxx risk', 'Direct risk']"
5364,"['Health and safety risk', 'environmental risk', 'business continuity risk', 'Business continuity risk', 'health and safety risk', 'Environmental risk']"
5366,['Snow avalanche risk']
5370,['Safety risk']
5372,"['Economic risk', 'Regulatory risk', 'Health risk', 'Environmental risk']"
5373,"['Revenue risk', 'Liability risk', 'Fiscal support risk']"
5378,"['Collision risk', 'Unknown risk', 'Distraction risk']"
5379,"['Regulatory risk', 'Equipment failure risk', 'Operational risk']"
5384,"['Reputation risk', 'Regulatory risk', 'Technical risk', 'Operational risk']"
5385,['Operational risk']
5386,"['Financial risk', 'Operational risk', 'Reputation risk', 'Regulatory risk']"
5388,"['Maritime risk', 'Fire risk', 'Environmental risk', 'Geophysical risk']"
5391,"['Foundation pit construction risk', 'Unknown or unquantifiable risk']"
5395,"['Reputation risk', 'Compliance risk', 'Strategic risk', 'Operational risk']"
5397,"['Communication risk', 'Technical risk', 'making risk', 'Process uncertainty risk', 'Safety risk']"
5398,"['Human factors risk', 'Accident risk', 'Traffic accident risk', 'Tunnel traffic accident risk', 'Vehicle factors risk', 'Safety factors risk', 'Road factors risk']"
5401,"['Geological risk', 'induced damage to infrastructure (structural risk', 'ecological risk', 'Structural risk', 'geological risk', 'Environmental risk']"
5402,"['Explosion risk', 'Fire risk', 'Uncertainty risk', 'Loss of life risk', 'Accidental risk', 'Damage to structures risk', 'Probabilistic risk']"
5408,"['Regulatory risk', 'Health risk', 'Technical risk', 'Environmental risk']"
5412,['Unique modularization risks']
5413,['Aberrant driving behaviors and risk']
5414,"['Building collapse risk', 'Liquefaction risk', 'Ship collision risk']"
5415,"['Fire risk', 'Risk acceptance criteria risk', 'Harmonization risk', 'Safety risk']"
5416,['Spreading infection risk']
5418,['quantified as navigational traffic risk']
5496,"['blast risk', 'Blast risk']"
5498,['infection risk']
5500,"['for all three risks', 'Language risk']"
5502,"['Property damage risk', 'flood risk, typhoon risk', 'population risk', 'Typhoon risk', 'property damage risk', 'Economic risk', 'Population risk', 'economic risk', 'Flood risk']"
5503,"['Agricultural risk', 'Exposure risk', 'Geotechnical risk', 'Climate change risk']"
5505,"['related risks', 'Collision risks', 'Traffic safety risks', 'Accident risks']"
5507,"['Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk', 'Compliance risk']"
5508,"['Temporal risk', 'Flood risk', 'Cancer risk', 'Health risk', 'Spatial risk', 'Environmental risk']"
5509,"['Operational risk', 'Reputation risk', 'Environmental health risk', 'Radiation risk', 'Regulatory risk']"
5512,"['Fire risk', 'Design risk', 'Management risk', 'Safety risk']"
5513,"['Seismic risk', 'Uncertainty risk', 'Structural risk', 'Environmental risk']"
5514,['Seismic risk']
5515,"['Hydraulic gradient risk', 'Particle movement risk']"
5516,"['Seismic risk', 'Financial risk', 'Political risk', 'Concession period risk', 'Construction risk', 'Environmental risk']"
5517,"['Collision risk', 'Cultural heritage risk', 'Seismic hazard risk', 'Seismic risk', 'Economic loss risk', 'Structural risk', 'Structural vulnerability risk', 'Earthquake risk']"
5518,"['Fire risk', 'Economic risk', 'Social risk', 'Environmental risk']"
5520,"['Technological risk', 'Safety risk', 'Operational risk', 'Quantitative evaluation of landslide risk', 'Geological risk', 'Environmental risk']"
5524,"['Cancer risk', 'Health risks']"
5525,"['Flooding risks', 'Environmental risks']"
5526,"['Environmental risk', 'Structural risk', 'Informational risk']"
5529,['Regulatory risks']
5530,['draught risk']
5531,"['Vulnerability risk', 'Seismic risk', 'Lifeline failure risk', 'Social risk', 'Earthquake risk', 'Economic risk']"
5532,"['Environmental pollution risk', 'Ecological risk', 'Geological risk', 'Health risk', 'Chemical pollution risk', 'Heavy metal toxicity risk']"
5533,"['Regulatory risk', 'Environmental risk', 'Technical risk', 'Operational risk']"
5536,['operational risk']
5538,['Health risks']
5540,"['Occupational safety risks', 'Water management risks']"
5541,"['Financial risk', 'Operational risk', 'Regulatory risk', 'Environmental risk']"
5542,"['Injury risk', 'Death risk', 'Building damage risk', 'Earthquake risk']"
5543,"['Psychological risks', 'Social risks', 'Environmental risks', 'Health risks', 'Economic risks']"
5544,"['Earthquake risk', 'Shelter capacity risk', 'Accessibility risk', 'Mapping risk', 'Population displacement risk', 'Construction risk', 'Flood risk']"
5545,"['Real estate market risk', 'Seismic risk', 'Hurricane risk', 'Market risk', 'Economic risk', 'Environmental risk']"
5548,"['Health and safety risks', 'Bias and discrimination risks', 'Financial risks']"
5550,"['Ethical risk', 'Legal risk', 'Technical risk', 'Safety risk', 'Environmental risk']"
5551,['Delivery risks']
5554,['related risks']
5556,"['Cost overruns risks', 'Environmental risks', 'Regulatory risks', 'Schedule risks', 'Climate change risks', 'Natural hazards risks', 'Schedule delays risks', 'Destruction risks', 'Permafrost risks', 'Technical risks', 'Financial risks']"
5557,"['Flooding risk', 'flooding risk', 'Signal Passed at Danger risk', 'green-space development risk', 'urban sprawl risk', 'space development risk', 'SPAD risk', 'Urban sprawl risk']"
5560,"['Wind risk', 'Failure mechanism risk', 'Structural vulnerability risk']"
5561,"['Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk', 'Regulatory risk']"
5562,"['related risk', 'Environmental risk']"
5564,"['Chemical risk', 'Building performance risk', 'Deterioration risk', 'induced deterioration risks']"
5567,"['Environmental risks', 'Technical risks', 'Safety risks', 'Regulatory risks']"
5568,"['Environmental risks', 'Construction risks', 'Safety risks', 'Technical risks']"
5570,"['Cost risk', 'Time risk', 'Schedule risk', 'Scope risk']"
5573,"['Health risks', 'Infrastructure risks', 'Environmental risks', 'economic risks']"
5576,"['Water volume risk', 'Area risk', 'Depth risk', 'Pipe fractures risk', 'Flood risk']"
5578,"['Risk assessment risk', 'Liability risk', 'Conflicting risk', 'Priority risk', 'Hierarchical risk', 'Flow risk', 'Flood risk']"
5580,"['Ageing modelling risk', 'e.g. crash risk']"
5581,"['Fire risk', 'Financial damage risk', 'Safety risk', 'Economic risk', 'Traffic congestion risk', 'Human life risk', 'Environmental risk']"
5582,['Seismic risk']
5583,['e.g. limited consideration of future flood risk']
5586,"['ice contact risk', 'Fire risk', 'Economic risk', 'Social risk', 'Environmental risk']"
5588,"['Pluvial flood risk', 'Climate change risk', 'related flood risk', 'Infrastructure failure risk', 'Regulatory risk', 'Drainage system failure risk', 'Increased rainfall risk', 'Flood risk']"
5589,"['structural elements (structural risk', 'safety risk', 'health risk', 'environmental risk']"
5594,"['Water inrush risk', 'Earthquake risk']"
5595,"['Uncertainty risk', 'Seismic risk', 'Flood risk']"
5597,"['Reputation risk', 'Financial risk', 'Strategic risk', 'Operational risk']"
5598,"['Building venture risk', 'Force majeure risk', 'party risk', 'Legal risk', 'Technical risk', 'party or investor business activity risk', 'Financial risk', 'Location of the investment risk', 'Political risk', 'Unknown risks', 'Investment plan risk', 'Location risk']"
5600,"['Seismic risk', 'Windthrow risk', 'Forestry risk', 'Structural risk', 'Natural disaster risk', 'Environmental risk']"
5606,"['Economic risk', 'Financial risk', 'Political risk']"
5607,"['Simulated tributary flood risk', 'Reservoir operation risk', 'Current MC method underestimation risk', 'Joint relationships risk', 'Flood risk']"
5608,['Flood risk']
5611,['High risk']
5613,"['Operational risks', 'Reputation risks', 'Financial risks', 'Regulatory risks']"
5614,"['Water shortage risk', 'Operational risk', 'Flood risk']"
5615,['Drought risk']
5616,"['Collapse risk', 'Maintenance risk', 'Uncertainty risk', 'Safety risk', 'Water leakage risk', 'Repair cost risk']"
5617,['geo-structural risk']
5618,"['Failure risks', 'Safety risks', 'Uncertainty risks']"
5621,"['Wildfire size risk', 'vessel collision risk']"
5622,"['Economic loss risks', 'Service disruption risks', 'Property damage risks']"
5624,['induced damage risks']
5625,"['urban road inundation risk', 'Flood risk', 'Climate change risk', 'Accuracy risk']"
5629,['Safety risks']
5631,['Seismic risk']
5632,"['Infrastructure risk', 'Safety risk', 'Health risk', 'Environmental risk']"
5633,"['Property loss risk', 'Life loss risk', 'Mitigation measure risk', 'Flood risk']"
5634,['Structural risk']
5635,"['Potential loss of life risk', 'Domino effect risk', 'Flood risk']"
5641,"['Physical risk', 'Geological hazards risk', 'Breach inundation risk', 'Unsafe behavior risk', 'Safety risk', 'Earthquake damage risk', 'Regulatory risk', 'Inundation risk', 'Health risk', 'Water inrush risk', 'Social risk', 'Environmental risk']"
5642,"['Tariff risk', 'Geotechnical risk', 'Seismic risk', 'Hydrologic risk']"
5643,"['Safety risk', 'Structural risk', 'Environmental risk']"
5644,"['physical risk', 'financial risk']"
5646,"['Systemic risk', 'Environmental risk', 'Technical risk', 'crash risk']"
5648,['Probabilistic modeling risk']
5649,['Strategic risk']
5650,['Seismic risks']
5651,"['Natural disaster risk', 'Rockfall risk', 'Structural risk', 'Earthquake risk']"
5652,"['Water quality risk', 'Health risk', 'Environmental risk']"
5653,"['Drought risk', 'Cancer risk', 'Credit risk', 'Scour risk']"
5654,"['e.g. crash risks', 'Explicit risk']"
5656,"['Snow load risk', 'Combined hazards risk', 'Seismic risk']"
5657,"['landslide risk', 'engineering risk', 'human error risk']"
5659,"['Technical risk', 'Financial risk', 'Operational risk', 'Economic risk', 'Geological risk', 'Reputation risk', 'Environmental risk']"
5660,"['Uncertainty risk', 'Erosion risk']"
5662,"['Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk', 'Regulatory risk', 'Compliance risk', 'Environmental risk']"
5663,"['Financial risk', 'Hazardous chemicals transportation system risk']"
5665,"['Infrastructure risk', 'Liability risk', 'Uncertainty risk', 'Safety risk', 'Operational risk', 'Environmental risk']"
5666,"['related risk', 'Environmental risk', 'Safety risk']"
5667,"['Fire risk', 'Health risk', 'Safety risk', 'Environmental risk']"
5669,"['Electric power transmission line disruption risk', 'Contaminant transport risk', 'Tunnel construction risk']"
5670,"['economic risk', 'safety risk', 'structural risk', 'environmental risk']"
5671,"['Cultural and social risks', 'Security risks', 'Political and regulatory risks', 'Economic and financial risks']"
5672,"['Reputation risk', 'Economic risk', 'Regulatory risk', 'Environmental risk']"
5674,"['Technical risk', 'Practice of risk', 'Political risk', 'Operational risk', 'Economic risk', 'Social risk', 'Environmental risk']"
5678,['Seismic risk']
5680,"['Drought risk', 'The sentence mentions two types of risks', 'Flood risk']"
5681,['Health risks']
5682,"['Collision risk', 'Increasing speed limits may increase collision risk', 'Skidding risk', 'Safety risk', 'Inadequate sight distance risk']"
5684,"['Availability constraints risk', 'Safety chain approach risk', 'Maintenance scheduling risk', 'Risk assessment and maintenance scheduling risk', 'Flood risk']"
5687,"['Landslide risk', 'Credit risk', 'time crash risk']"
5688,"['Fire risk', 'Construction accuracy risk', 'Traffic density risk', 'Security risk', 'Online risk assessment risk']"
5689,"['Building safety risk', 'Health risk', 'Climate change risk']"
5690,['Occupational safety risk']
5694,"['Reputation risk', 'Hazard risk', 'Environmental risk', 'Operational risk']"
5695,"['Revenue risk', 'Financial risk', 'Impact risk', 'Risk allocation risk', 'Operational risk', 'Reputation risk']"
5698,['related risks']
5699,"['Social risk', 'Technical risk', 'Operational risk']"
5701,['related risk']
5702,"['Travel demand estimation risk', 'Travel price competition risk', 'Modal share risk']"
5703,"['Technical risk', 'Operational risk', 'Reputation risk', 'Strategic risk', 'Compliance risk']"
5708,"['Financial risk', 'Health risk', 'Environmental risk']"
5709,"['Environmental risk', 'Property risk', 'Time and resource risk', 'Occupational health and safety risk', 'Protection of the environment risk']"
5710,"['Social risks', 'Environmental risks', 'Political risks', 'Economic risks', 'Financial risks']"
5711,['The proposed risk']
5715,"['Overestimation or underestimation of water pollution risk', 'Safety risk', 'Health risk', 'Environmental risk']"
5719,"['Storm surge disaster risk', 'thaw damage risk']"
5723,['Seismic risk']
5724,"['Hydrological risk', 'Operational and technical risks']"
5726,"['Environmental risks', 'Operational risks', 'Regulatory risks', 'Reputation risks', 'Technological risks']"
5727,['related risks']
5728,"['making risk', 'Disruption to operation risk', 'Hydrodynamic action risk', 'Damage to structure risk', 'Bridge failure risk', 'Economic loss risk', 'Scour risk', 'Asset condition risk']"
5737,"['Safety risk', 'Economic risk', 'Geographical risk', 'Flood risk', 'Hydrological risk', 'Security risk', 'Social risk', 'Environmental risk']"
5738,"['Collision risk', 'collision risk']"
5741,"['Management risk', 'Technical risk', 'Operational risk']"
5742,"['Legal risk', 'Contractual risks', 'Financial risk', 'Operational risk', 'Reputation risk', 'Cultural risks']"
5744,"['Seismic hazard assessment risk', 'Susceptible area risk', 'Tectonic activity risk', 'Earthquake risk']"
5747,"['Water scarcity risk', 'Health risk', 'Climate change risk', 'Environmental risk']"
5748,"['Social and economic risk', 'Technological risk', 'International collaboration risk', 'Natural disaster risk', 'Environmental risk']"
5749,"['Residual value risk', 'Discount rate risk']"
5750,"['Safety risk', 'Dam failure risk', 'Operational risk', 'Regulatory risk', 'Environmental risk']"
5752,['health risks']
5831,"['Economic risk', 'Safety risk', 'Environmental risk']"
5832,"['Economic risk', 'Flood risk', 'Structural risk', 'Natural disaster risk', 'Social risk', 'Environmental risk']"
5833,"['Damage risk', 'Flood risk', 'Structural collapse risk']"
5834,"['Environmental risks', 'Economic risks', 'Safety risks', 'Social risks']"
5835,"['Societal risks', 'Logistical risks']"
5836,['Underestimation of seismic risk']
5837,"['Regulatory risk', 'Health risk', 'Safety risk', 'Environmental risk']"
5839,"['Seismic risk', 'Flood risk, Earthquake risk', 'Seismic risk', 'Landslide risk', 'Terrorist threat risk', 'Terrorist threat risk', 'Flood risk', 'Landslide risk', 'Earthquake risk']"
5841,"['Natural disaster risk', 'Systemic risk', 'Operational risk']"
5842,['Seismic risk']
5843,"['Safety risks', 'Environmental risks', 'Health risks']"
5844,"['Geological risk', 'Health risk', 'Structural risk', 'Environmental risk']"
5845,"['Earthquake risk', 'Musculoskeletal disorder risk', 'Seismic risk', 'Posture risk', 'Ergonomic risk', 'Flood risk']"
5850,['Seismic risk']
5854,"['Collision risk', 'Grounding risk']"
5855,['related risks']
5856,"['safety risk', 'geotechnical risk']"
5857,"['structural risk', 'Structural risk', 'Earthquake risk']"
5858,"['Disaster risk management risk', 'Seismic risk', 'Urban planning risk', 'Natural disaster risk', 'Earthquake risk']"
5859,"['Core damage risk', 'Flood risk']"
5865,"['Collision risk', 'Property loss risk', 'Case study risk', 'Decision tree model risk', 'Personal injury risk', 'Quantitative risk assessment risk', 'BP neural network model risk']"
5866,"['Hydrogeological risks', 'Seismic risks']"
5871,"['Financial risk', 'Operational risk', 'Reputation risk', 'Strategic risk', 'Health risk', 'Environmental risk']"
5873,"['Environmental risks', 'Operational risks', 'Regulatory risks', 'Reputation risks', 'Safety risks', 'Financial risks']"
5875,"['Economic risk', 'Cancer risk', 'Health risk', 'Social risk', 'Environmental risk']"
5876,['Lack of sensitivity to safety risks']
5879,"['Hazard risks', 'Vulnerability risks', 'Impact risks', 'Consequences risks']"
5881,['Inadequate risk']
5883,"['Economic risk', 'Natural disaster risk', 'Operational risk', 'Earthquake risk']"
5884,"['Security risks', 'Environmental risks', 'Fire risk', 'Safety risks', 'Security risk', 'Health risk', 'Environmental risk']"
5885,"['Health risk', 'Environmental risk']"
5887,"['Risk and ambiguity attitude risk', 'Independently distributed risk', 'Uncertainty risk', 'Ambiguity risk']"
5888,"['Timeliness risks', 'Accuracy risks', 'Security risks', 'Safety risks']"
5889,"['safety risk', 'environmental risk']"
5890,['Multilateral cooperation and foreign partnership risks']
5891,['Flash flood risk']
5893,"['Public and individual safety risk', 'Road closure risk', 'Avalanche risk', 'Public and individual risk']"
5899,['Market risk']
5900,"['Performance risk', 'Project cost risk']"
5901,['Seismic risk']
5905,"['Damage risk', 'Construction cost risk', 'Uncertainty risk', 'Flood risk']"
5906,"['Chemical risk', 'Biological risk', 'Physical risk', 'Environmental risk']"
5907,"['Environmental risk', 'Technological risk', 'Operational risk']"
5908,"['Technical risk', 'Operational risk', 'Reputation risk', 'Strategic risk', 'Compliance risk']"
5909,['Health and safety risks']
5912,"['high risk', 'medium risk']"
5913,"['type: Structural risk', 'type: Human risk', 'type: Seismic risk']"
5914,['Health risk']
5917,"['Environmental risks', 'Structural risks', 'Health risks']"
5918,"['Seismic risk', 'Climate risk', 'Economic loss risk', 'Urban development risk', 'Flood risk']"
5920,"['type: Accidental risks', 'type: Carcinogenic risk']"
5921,"['Social risks', 'Economic risks', 'Environmental risks', 'Health risks']"
5923,"['Fire risk', 'Explosion risk']"
5926,"['related risk', 'Durability risk']"
5927,"['Infrastructure risk', 'Economic risk', 'Structural risk', 'Natural disaster risk', 'Social risk', 'Environmental risk']"
5928,['based studies on overheating risk.']
5931,['Building design and construction risks']
5932,"['Operational risk', 'Technical risk', 'Extreme risk', 'variant risk']"
5935,"['Construction risk', 'Bankruptcy risk']"
5936,['Accident risks']
5938,['related to default risk']
5943,"['Construction risks', 'Safety risks', 'Structural risks']"
5944,"['Technical risk', 'Political risk', 'Insurance risk', 'Flood risk', 'Environmental risk']"
5946,"['Dynamic risk', 'Impact risk', 'Structural risk', 'Operational risk']"
5950,"['Hygrothermal risks', 'Structural risks', 'Safety risks', 'Health risks']"
5951,['Earthquake risk']
5952,"['Disaster risks', 'Fatal accidents risks', 'Climate change risks', 'Infrastructure resilience risks']"
5956,['Unknown or unspecified risk']
5958,"['Revenue risk', 'Market risk', 'Economic risk', 'Operational risk']"
5960,"['Environmental risks', 'Operational risks', 'Seismic loading risks', 'Regulatory risks', 'Structural risks', 'Utility risk', 'Health and safety risks', 'Flood risk']"
5963,"['Health risk', 'Safety risk', 'Train collision risk', 'age cracking risk']"
5964,"['health risk, structural risk']"
5966,"['Environmental endocrine disrupter risk', 'Integrated service delivery risk', 'Stakeholder consultation and alignment risk', 'PRTR risk', 'Managed risk approach risk', 'Financial viability risk', 'life impacts risk']"
5967,"['Regulatory risk', 'Legal risk', 'Implementation risk', 'Flood risk']"
5968,"['Construction risk', 'Failure risk', 'Structural risk', 'Earthquake risk']"
5969,"['construction risk', 'road safety risk', 'based risk in outsourcing contracts (business risk', 'market risk', 'safety risk']"
5970,"['Safety risk', 'Technical risk']"
5971,"['Construction risks', 'Earthquake risk']"
5972,"['Technical risk', 'Cybersecurity risks', 'Cybersecurity risk', 'Regulatory risk', 'Exposure to cybersecurity risks', 'Social risk', 'Environmental risk']"
5973,['Flood risk']
5974,['The sentence contains the following risks']
5976,"['Earthquake risk', 'Loss probability risk', 'Event probability risk', 'Natural disaster risk', 'Building response risk', 'Building damage risk']"
5978,"['Development density and personal safety risk', 'Development density and personal safety risks', 'Hazardous material transportation risk', 'Safety risk', 'Regulatory risk', 'Environmental risk']"
5980,"['Tsunami risks', 'Seismic risks']"
5981,"['ground conditions (geomechanical risk', 'Geochemical risk', 'geochemical risk', 'hydrogeomorphic risk', 'hydrological risk', 'Geomechanical risk', 'Hydrological risk', 'geomechanical risk']"
5983,"['retaining structure risk', 'Gas explosion risk', 'Fire safety risk', 'Structural collapse risk', 'Life safety risk']"
5984,"['Hazard risk', 'Environmental risk', 'Accident risk', 'Operational risk']"
5985,['Seismic risk']
5986,['Perceived risk']
5988,"['related risks', 'Environmental risks', 'Geological risks']"
5991,"['related risks.', 'dependent terrestrial ecosystems due to groundwater-related risks.']"
5994,"['related risks', 'Safety risks', 'Flood risk']"
5997,"['Industrial risk', 'Safety risk', 'Regulatory risk', 'Health risk', 'Environmental risk']"
5999,"['related risks', 'Environmental risks', 'Technological risks']"
6000,"['pollution risks', 'cancer risk']"
6001,"['Inadequate management of flood risk', 'inadequate information on climate risks', 'inadequate management of flood risk']"
6003,"['Technogenic risk', 'Geological risk', 'Ecological risk']"
6004,"['Hazard risk', 'Vulnerability risk', 'Failure risk', 'Uncertainty risk', 'Deterioration risk', 'Structural risk', 'Environmental risk']"
6005,"['Technological risk', 'Groundwater risk', 'Financial risk', 'Flood risk', 'Environmental risk', 'Health risk', 'Earthquake risk']"
6007,"['Traffic safety risk', 'Water quality risk', 'Flood risk', 'Hydrological risk', 'signalized intersection risk', 'Environmental risk']"
6008,"['Security risks', 'Safety risks', 'Structural risks']"
6009,"['Execution risk', 'Monitoring risk', 'Planning risk', 'Operational risk']"
6011,"['Economic risk', 'Reputation risk', 'Operational risk', 'Ecological risk']"
6014,"['Behavioral risks', 'Safety risks']"
6018,"['Transportation risk', 'Human casualty risk', 'Environmental damage risk', 'Natural disaster risk', 'Earthquake risk']"
6019,"['Economic risk', 'Social and political risk', 'Technological risk', 'Environmental risk']"
6020,['The practice of structural engineering is risky']
6022,"['Uncertainty risk', 'related risk', 'Environmental risk']"
6023,"['Environmental risk', 'Operational risk']"
6024,['Collapse risk']
6026,"['Health risk', 'Environmental pollution risk', 'Regulatory compliance risk', 'Ecological risk']"
6029,"['Security risk', 'Health risk', 'Safety risk', 'Operational risk']"
6030,"['Environmental risks', 'Operational risks', 'Supply chain risks', 'Structural risks']"
6031,"['Earthquake risk', 'Traffic safety risk', 'Surveying risk', 'Flood risk']"
6033,"['Chemical risk', 'Technological risk', 'Emergency risk', 'Environmental risk']"
6035,"['Macroeconomic risk', 'Financial risk', 'Credit risk', 'Systemic risk', 'Operational risk', 'Liquidity risk']"
6036,['Collapse risk']
6040,"['Social influence risks', 'Cognitive risks', 'Safety risks']"
6041,"['Quality risk', 'Regulatory risk', 'Reputation risk', 'Operational risk']"
6043,"['Environmental risks', 'Climatic risks', 'Safety risks']"
6044,"['Socioeconomic characteristics influencing crash risk', 'Socioeconomic risk', 'Attention risk', 'Project overrun risk', 'Reputation risk', 'Distraction risk']"
6045,"['Environmental risks', 'Economic risks', 'Safety risks']"
6046,"['Ecological risk', 'Geological risk', 'Health risk', 'Environmental risk']"
6047,"['hazard risk', 'Structural risk', 'Seismic risk', 'Environmental risk']"
6048,"['Technical risk', 'Operational risk', 'Reputation risk', 'Regulatory risk', 'Environmental risk']"
6050,['Environmental risk']
6051,['Environmental risk']
6058,['Safety risks']
6064,"['Material risk', 'Seismic risk', 'Financial risk', 'Operational risk', 'Structural risk']"
6067,"['Earthquake risk', 'Injury risk', 'Building collapse risk', 'Safety risk', 'Structural risk', 'Natural disaster risk', 'Death risk']"
6068,"['Technological risk', 'Operational risk', 'Reputation risk', 'Regulatory risk', 'Environmental risk']"
6072,"['Accidental risk', 'Systemic risk', 'Structural risk', 'Hydrologic risk']"
6073,"['Environmental risks', 'Regulatory risks', 'Safety risks', 'Technical risks', 'Health risks']"
